TIME,TIMECORR,PDCSAP_FLUX,PDCSAP_FLUX_ERR
2061.326265,0.004989516,18429.289,5.9334688
2061.346697,0.004988105,18382.762,5.9370694
2061.367129,0.004986695,18286.688,5.9270153
2061.387562,0.004985283,18195.482,5.9238458
2061.407994,0.004983872,18097.09,5.9193239
2061.428426,0.004982459,17920.33,5.911293
2061.448858,0.004981047,17694.0925,
2061.469291,0.004979634,17467.855,5.9052992
2061.489723,0.00497822,17286.873,5.8966761
2061.510155,0.004976806,17140.211,5.8869467
2061.530587,0.004975392,16993.24,5.8797135
2061.551019,0.004973977,16857.895,5.8699455
2061.571452,0.004972562,16755.555,5.8619466
2061.591884,0.004971146,16685.385,5.8603578
2061.612316,0.00496973,16622.41,5.8546376
2061.632748,0.004968313,16593.35,5.8546715
2061.65318,0.004966896,16576.324,5.8543286
2061.673612,0.004965478,16612.621,5.8594861
2061.694045,0.00496406,16638.172,5.855453
2061.714477,0.004962642,16687.297,5.8608074
2061.734909,0.004961222,16750.77,5.8655877
2061.755341,0.004959803,16845.127,5.8741589
2061.775773,0.004958383,16915.396,5.8788967
2061.796206,0.004956963,17019.584,5.8859878
2061.816638,0.004955542,17122.891,5.8872666
2061.83707,0.004954121,17240.998,5.8999457
2061.857502,0.004952699,17346.547,5.9031339
2061.877934,0.004951277,17493.787,5.9087319
2061.898366,0.004949855,17619.412,5.9207077
2061.918799,0.004948432,17742.461,5.9271312
2061.939231,0.004947008,17902.611,5.9342799
2061.959663,0.004945584,18048.037,5.9454684
2061.980095,0.00494416,18172.604,5.9536729
2062.000527,0.004942735,18281.604,5.9578991
2062.020959,0.004941309,18380.686,5.9661031
2062.041392,0.004939883,18455.322,5.9686384
2062.061824,0.004938457,18517.809,5.9731894
2062.082256,0.00493703,18601.828,5.9774303
2062.102688,0.004935604,18602.027,5.9792037
2062.12312,0.004934176,18605.939,5.9773717
2062.143553,0.004932748,18554.434,5.9749651
2062.163985,0.00493132,18478.92,5.9720302
2062.184417,0.00492989,18439.701,
2062.204849,0.004928461,18400.482,5.9629636
2062.225281,0.004927031,18244.535,5.9547801
2062.245713,0.004925601,18107.232,5.9473052
2062.266146,0.00492417,17932.084,5.9355712
2062.286578,0.004922739,17734.348,5.9229198
2062.30701,0.004921307,17551.449,5.9136047
2062.327442,0.004919875,17361.195,5.8980951
2062.347874,0.004918443,17196.688,5.8904629
2062.368306,0.004917009,17052.865,5.8868742
2062.388739,0.004915576,16924.422,5.8791461
2062.409171,0.004914142,16822.045,5.8746247
2062.429603,0.004912707,16782.607,5.8718605
2062.450035,0.004911273,16744.387,5.8697701
2062.470467,0.004909838,16737.553,5.8670826
2062.490899,0.004908402,16740.797,5.8684344
2062.511332,0.004906966,16789.779,5.870657
2062.531764,0.004905529,16887.988,5.8770275
2062.552196,0.004904092,16925.209,5.8804898
2062.572628,0.004902654,16956.094,5.8781543
2062.59306,0.004901216,17060.293,5.8832655
2062.613492,0.004899778,17135.885,5.890058
2062.633925,0.004898339,17239.057,5.8976188
2062.654357,0.0048969,17325.162,5.9031229
2062.674789,0.00489546,17432.529,5.9076257
2062.695221,0.00489402,17554.541,5.9139247
2062.715653,0.004892579,17683.502,5.9205389
2062.736085,0.004891138,17806.523,5.9317966
2062.756518,0.004889697,17944.307,5.9366302
2062.77695,0.004888255,18086.623,5.9473066
2062.797382,0.004886812,18225.062,5.9573092
2062.817814,0.004885369,18329.016,5.9634199
2062.838246,0.004883926,18421.283,5.9670811
2062.858678,0.004882482,18487.371,5.9715729
2062.879111,0.004881038,18556.348,5.9764423
2062.899543,0.004879593,18569.775,5.9751744
2062.919975,0.004878148,18592.543,5.9801822
2062.940407,0.004876703,18660.723,5.9826589
2062.960839,0.004875257,18685.732,5.9864821
2062.981271,0.00487381,18555.631,5.9762464
2063.001704,0.004872363,18472.529,5.9709201
2063.022136,0.004870916,18354.395,5.964992
2063.042568,0.004869468,18226.678,5.9588728
2063.063,0.00486802,18064.854,5.9452133
2063.083432,0.004866571,17896.828,5.9354477
2063.103864,0.004865122,17723.496,5.9239154
2063.124297,0.004863672,17512.299,5.9132571
2063.144729,0.004862222,17332.121,5.9017034
2063.165161,0.004860772,17163.064,5.8916783
2063.185593,0.004859321,17001.912,5.8834348
2063.206025,0.004857869,16855.859,5.8744907
2063.226457,0.004856418,16771.525,5.8691983
2063.246889,0.004854965,16670.002,5.8655152
2063.267321,0.004853513,16614.477,5.8595037
2063.287754,0.00485206,16590.965,5.8588285
2063.308186,0.004850606,16600.838,5.8616943
2063.328618,0.004849152,16654.506,5.8625865
2063.34905,0.004847697,16689.852,5.8615255
2063.369482,0.004846243,16704.703,5.8640838
2063.389914,0.004844787,16769.814,5.8685498
2063.410347,0.004843331,16853.039,5.8729162
2063.430779,0.004841875,16948.584,5.879189
2063.451211,0.004840418,17023.918,5.8840256
2063.471643,0.004838961,17145.756,5.8910847
2063.492075,0.004837504,17231.287,5.8923326
2063.512507,0.004836046,17336.391,5.9013481
2063.532939,0.004834587,17437.521,5.9044662
2063.553372,0.004833128,17577.807,5.9164357
2063.573804,0.004831669,17705,5.9227824
2063.594236,0.004830209,17825.875,5.9304938
2063.614668,0.004828749,17950.414,5.9356523
2063.6351,0.004827288,18069.529,5.9448466
2063.655532,0.004825827,18307.4815,
2063.675964,0.004824365,18545.434,5.9751468
2063.696397,0.004822904,18613.82,5.9781752
2063.716829,0.004821441,18715.625,5.9845052
2063.737261,0.004819978,18730.412,5.9854326
2063.757693,0.004818515,18718.521,5.9865603
2063.778125,0.004817051,18651.861,5.9816628
2063.798557,0.004815587,18602.893,5.9781442
2063.818989,0.004814122,18526.043,5.9754848
2063.839422,0.004812657,18443.268,5.9677997
2063.859854,0.004811192,18316.783,5.9631715
2063.880286,0.004809726,18188.166,5.9560618
2063.900718,0.004808259,18018.865,5.9452477
2063.92115,0.004806792,17846.838,5.9355178
2063.941582,0.004805326,17645.088,5.9232407
2063.962014,0.004803858,17461.879,5.9140763
2063.982447,0.00480239,17287.139,5.900228
2064.002879,0.004800921,17122.305,5.8919096
2064.023311,0.004799452,16977.371,5.8841734
2064.043743,0.004797983,16869.83,5.8775678
2064.064175,0.004796512,16773.91,5.8683977
2064.084607,0.004795042,16814.988,5.8717818
2064.105039,0.004793571,16693.121,5.8653259
2064.125471,0.0047921,16689.912,5.8640723
2064.145903,0.004790628,16775.13432,
2064.166336,0.004789156,16860.35664,
2064.186768,0.004787684,16945.57895,4.0512643
