TIME,TIMECORR,PDCSAP_FLUX,PDCSAP_FLUX_ERR
2061.325971,0.004695755,79137.906,8.5475159
2061.346404,0.004694251,79136.977,8.5398417
2061.366836,0.004692747,79088.734,8.5415621
2061.387268,0.004691242,79068.641,8.5417128
2061.4077,0.004689737,79042.758,8.5358276
2061.428132,0.004688231,79022.078,8.5358171
2061.448564,0.004686725,79048.547,
2061.468996,0.004685218,79075.016,8.5814953
2061.489428,0.004683712,79047.906,8.5738277
2061.50986,0.004682204,79129.523,8.5786343
2061.530292,0.004680696,79202.633,8.5776596
2061.550725,0.004679188,79149.523,8.5806837
2061.571157,0.004677679,79144.102,8.5846405
2061.591589,0.004676171,79197.891,8.5834541
2061.612021,0.004674661,79258.102,8.5894232
2061.632453,0.004673151,79316.414,8.5885315
2061.652885,0.004671641,79611.797,8.6043186
2061.673317,0.00467013,79519.109,8.6015072
2061.693749,0.004668619,79477.711,8.5982819
2061.714181,0.004667107,79477.562,8.6000032
2061.734613,0.004665595,79477.07,8.5969553
2061.755045,0.004664083,79429.625,8.595911
2061.775478,0.00466257,79543.148,8.5967197
2061.79591,0.004661056,79497.617,8.5988169
2061.816342,0.004659543,79417.586,8.5955658
2061.836774,0.004658028,79374.766,8.5918922
2061.857206,0.004656514,79351.312,8.5888395
2061.877638,0.004654999,79323.609,8.5909271
2061.89807,0.004653484,79320.562,8.591321
2061.918502,0.004651968,79285.094,8.5879354
2061.938934,0.004650452,79292.414,8.5906725
2061.959366,0.004648935,79246.516,8.5827084
2061.979798,0.004647418,79295.359,8.5872927
2062.000231,0.0046459,79339.906,8.5899477
2062.020663,0.004644382,79390.875,8.5914431
2062.041095,0.004642864,79415.281,8.5928965
2062.061527,0.004641345,79459.141,8.5948
2062.081959,0.004639826,79494.93,8.5995665
2062.102391,0.004638307,79515.164,8.5952129
2062.122823,0.004636786,79592.281,8.600749
2062.143255,0.004635266,79579.008,8.600276
2062.163687,0.004633745,79585.93,8.6007385
2062.184119,0.004632224,79595.301,
2062.204551,0.004630703,79604.672,8.5935297
2062.224983,0.00462918,80054.539,8.6096678
2062.245416,0.004627658,79869.227,8.6006117
2062.265848,0.004626135,79688.484,8.5950279
2062.28628,0.004624612,79571.398,8.5913372
2062.306712,0.004623088,79508.289,8.5857906
2062.327144,0.004621563,79497.453,8.5912066
2062.347576,0.004620039,79643.195,8.5924129
2062.368008,0.004618514,79671.859,8.594718
2062.38844,0.004616988,79767.953,8.5995502
2062.408872,0.004615463,79630.469,8.5921354
2062.429304,0.004613936,79640.43,8.592
2062.449736,0.00461241,79611.266,8.5897999
2062.470168,0.004610883,79651.609,8.5982656
2062.4906,0.004609355,79654.617,8.6003094
2062.511032,0.004607827,79662.594,8.5979061
2062.531465,0.004606299,79672.5,8.6018181
2062.551897,0.00460477,79666.586,8.5987091
2062.572329,0.004603241,79682.117,8.6061726
2062.592761,0.004601711,79679.133,8.6075821
2062.613193,0.004600181,79622.922,8.5982618
2062.633625,0.004598651,79595.305,8.5899525
2062.654057,0.00459712,79582.047,8.5920639
2062.674489,0.004595589,79559.641,8.5962439
2062.694921,0.004594057,79538.125,8.5946474
2062.715353,0.004592525,79497.961,8.5934238
2062.735785,0.004590993,79452.305,8.591876
2062.756217,0.00458946,79424.328,8.5941019
2062.776649,0.004587926,79401.883,8.5904999
2062.797081,0.004586393,79403.086,8.5885563
2062.817514,0.004584859,79412.516,8.588419
2062.837946,0.004583324,79421.164,8.5929928
2062.858378,0.004581789,79478.023,8.5960035
2062.87881,0.004580254,79484.938,8.5960417
2062.899242,0.004578718,79525.93,8.6015921
2062.919674,0.004577182,79570.164,8.5995121
2062.940106,0.004575645,79602.367,8.600812
2062.960538,0.004574108,79722.273,8.6011581
2062.98097,0.004572571,79774.672,8.6103983
