TIME,TIMECORR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,flux_n,flux_n-median
2077.876232,0.003737642,40452.55067,,0.0127874,-0.008280282
2077.896664,0.003735919,40329.94533,,0.029957429,0.008889747
2077.917096,0.003734196,40207.34,7.3180861,0.021255147,0.000187466
2077.937528,0.003732472,40218.793,7.3284416,0.02126245,0.000194769
2077.95796,0.003730748,40166.473,7.319572,0.021229089,0.000161408
2077.978391,0.003729023,40193.258,7.3192987,0.021246168,0.000178487
2077.998823,0.003727298,40143.438,7.3198352,0.021214401,0.00014672
2078.019255,0.003725573,40173.82,7.3296928,0.021233774,0.000166092
2078.039687,0.003723848,40183.383,7.3321238,0.021239871,0.00017219
2078.060119,0.003722122,40234.613,7.3423886,0.021272538,0.000204856
2078.080551,0.003720395,40177.039,7.32547,0.021235826,0.000168145
2078.100983,0.003718669,40199.543,7.3308449,0.021250176,0.000182494
2078.121414,0.003716942,40172.004,,0.021232616,0.000164934
2078.141846,0.003715215,40144.465,7.3061061,0.021215056,0.000147374
2078.162278,0.003713488,40146.035,7.3102202,0.021216057,0.000148375
2078.18271,0.00371176,40190.223,7.3330722,0.021244233,0.000176551
2078.203142,0.003710032,40195.254,7.3359122,0.021247441,0.000179759
2078.223574,0.003708303,40138.367,7.318543,0.021211167,0.000143486
2078.244006,0.003706574,40149.914,7.3165212,0.02121853,0.000150849
2078.264438,0.003704845,40112.57,7.3184299,0.021194718,0.000127037
2078.284869,0.003703116,40187.352,7.325171,0.021242402,0.000174721
2078.305301,0.003701386,40046.469,7.3363876,0.02115257,8.49E-05
2078.325733,0.003699656,40513.984,7.3420854,0.021450675,0.000382994
2078.346165,0.003697926,40483.859,7.3373513,0.021431467,0.000363785
2078.366597,0.003696195,40507.328,7.3388534,0.021446431,0.00037875
2078.387029,0.003694464,40579.27,7.3486137,0.021492304,0.000424623
2078.407461,0.003692733,40683.191,7.3424234,0.021558569,0.000490887
2078.427893,0.003691001,40687.547,7.3453169,0.021561346,0.000493665
2078.448325,0.003689269,40948.793,7.3645172,0.021727927,0.000660245
2078.468756,0.003687537,40863.586,7.3638887,0.021673595,0.000605914
2078.489188,0.003685804,40544.914,7.3561296,0.021470398,0.000402716
2078.50962,0.003684071,40736.23,7.3574748,0.021592388,0.000524707
2078.530052,0.003682338,40697.879,7.3482366,0.021567934,0.000500253
2078.550484,0.003680604,40633.984,7.3372369,0.021527192,0.000459511
2078.570916,0.00367887,40898.945,7.3336797,0.021696142,0.00062846
2078.591348,0.003677136,40617.25,7.334784,0.021516522,0.000448841
2078.611779,0.003675401,40473.33,,0.021424753,0.000357072
2078.632211,0.003673666,40329.41,7.3386879,0.021332984,0.000265303
2078.652643,0.003671931,40427.668,7.3237653,0.021395637,0.000327956
2078.673075,0.003670196,40349.859,7.3301921,0.021346023,0.000278342
2078.693507,0.00366846,40318.477,7.3422031,0.021326013,0.000258331
2078.713939,0.003666724,40277.148,7.3270283,0.02129966,0.000231978
2078.734371,0.003664987,40323.25,7.3333688,0.021329056,0.000261375
2078.754803,0.00366325,40303.91,7.3403764,0.021316724,0.000249043
2078.775234,0.003661513,40275.965,7.3367286,0.021298905,0.000231224
2078.795666,0.003659775,40390.074,7.3310251,0.021371666,0.000303984
2078.816098,0.003658038,40644.137,7.326282,0.021533666,0.000465985
2078.83653,0.0036563,40208.344,7.3247728,0.021255787,0.000188106
2078.856962,0.003654561,40182.6895,,0.021239429,0.000171748
2078.877394,0.003652822,40157.035,7.3185306,0.021223071,0.000155389
2078.897826,0.003651083,40095.66,7.3024073,0.021183936,0.000116254
2078.918257,0.003649344,40073.066,7.3107209,0.021169529,0.000101848
2078.938689,0.003647604,39969.094,7.3130555,0.021103232,3.56E-05
2078.959121,0.003645864,40036.398,7.3205833,0.021146148,7.85E-05
2078.979553,0.003644124,39986.969,7.3155308,0.02111463,4.69E-05
2078.999985,0.003642383,39971.754,7.3132844,0.021104928,3.72E-05
2079.020417,0.003640642,40015.551,7.3175573,0.021132855,6.52E-05
2079.040849,0.003638901,39960.723,7.3158031,0.021097895,3.02E-05
2079.06128,0.003637159,39941.77,7.3130398,0.021085809,1.81E-05
2079.081712,0.003635417,39865.793,7.3125482,0.021037363,-3.03E-05
2079.102144,0.003633675,39895.9315,,0.021056581,-1.11E-05
2079.122576,0.003631932,39926.07,7.2905083,0.021075798,8.12E-06
2079.143008,0.00363019,39837.195,7.2744522,0.021019128,-4.86E-05
2079.16344,0.003628446,39759.602,7.2757716,0.020969652,-9.80E-05
2079.183872,0.003626703,39695.547,7.2774525,0.020928808,-0.000138873
2079.204304,0.003624959,39733.996,7.2904363,0.020953325,-0.000114357
2079.224735,0.003623215,39719.031,7.2876825,0.020943782,-0.000123899
2079.245167,0.00362147,39680.035,7.2856112,0.020918917,-0.000148764
2079.265599,0.003619726,39735.312,7.3130355,0.020954164,-0.000113518
2079.286031,0.003617981,39644.918,7.2878413,0.020896525,-0.000171156
2079.306463,0.003616235,39645.871,7.2847667,0.020897133,-0.000170549
2079.326895,0.003614489,39712.961,7.2922912,0.020939912,-0.00012777
2079.347326,0.003612743,39709.535,7.3038068,0.020937727,-0.000129954
2079.367758,0.003610997,39717.012,7.2839007,0.020942495,-0.000125186
2079.38819,0.00360925,39681.469,7.2879357,0.020919831,-0.00014785
2079.408622,0.003607503,40289.109,7.3183765,0.021307286,0.000239605
2079.429054,0.003605756,39938.105,7.3050356,0.021083472,1.58E-05
2079.449486,0.003604008,39719.82,7.2933006,0.020944285,-0.000123396
2079.469918,0.00360226,39636.348,7.2915382,0.02089106,-0.000176621
2079.490349,0.003600512,39604.281,7.2886682,0.020870613,-0.000197068
2079.510781,0.003598764,39559.906,7.2896624,0.020842318,-0.000225363
2079.531213,0.003597015,39560.285,7.2894793,0.02084256,-0.000225122
2079.551645,0.003595266,39567.254,7.2943845,0.020847003,-0.000220678
2079.572077,0.003593516,39682.445,7.2933536,0.020920454,-0.000147228
2079.592509,0.003591766,39692.379,7.2967968,0.020926788,-0.000140893
2079.612941,0.003590016,39575.785,7.2913051,0.020852443,-0.000215238
2079.633372,0.003588266,39647.234,7.2909088,0.020898002,-0.00016968
2079.653804,0.003586515,39544.773,7.2873936,0.020832669,-0.000235013
2079.674236,0.003584764,39605.996,7.2903981,0.020871707,-0.000195975
2079.694668,0.003583012,39529.293,7.286756,0.020822798,-0.000244883
2079.7151,0.003581261,39553.844,7.2568979,0.020838453,-0.000229229
2079.735532,0.003579509,39593.043,7.2704382,0.020863447,-0.000204234
2079.755964,0.003577756,40393.109,7.2663884,0.021373601,0.00030592
2079.776395,0.003576004,41692.918,7.4118848,0.02220241,0.001134729
2079.796827,0.003574251,40424.727,7.2218242,0.021393762,0.00032608
2079.817259,0.003572498,40060.25,7.1522899,0.021161357,9.37E-05
2079.837691,0.003570744,39796.828,,0.020993389,-7.43E-05
2079.858123,0.00356899,39533.406,7.2918262,0.020825421,-0.000242261
2079.878555,0.003567236,39512.547,7.2904711,0.02081212,-0.000255561
2079.898987,0.003565481,39466.68,7.2979398,0.020782873,-0.000284808
2079.919418,0.003563727,39479.586,7.2915773,0.020791103,-0.000276579
2079.93985,0.003561971,39497.145,7.2871833,0.020802299,-0.000265382
2079.960282,0.003560216,39462.203,7.2959285,0.020780019,-0.000287663
2079.980714,0.00355846,39352.551,7.2847271,0.0207101,-0.000357581
2080.001146,0.003556704,39372.922,7.281517,0.02072309,-0.000344592
2080.021578,0.003554948,39346.52,7.2896156,0.020706255,-0.000361427
2080.042009,0.003553191,39383.418,7.2780094,0.020729782,-0.000337899
2080.062441,0.003551434,39388.992,7.2930984,0.020733336,-0.000334345
2080.082873,0.003549677,39311.035,,0.020683628,-0.000384053
2080.103305,0.003547919,39233.078,7.2674389,0.02063392,-0.000433762
2080.123737,0.003546162,39255.648,7.2608118,0.020648311,-0.00041937
2080.144169,0.003544403,39203.73,7.2684669,0.020615206,-0.000452475
2080.164601,0.003542645,39204.219,7.2624559,0.020615518,-0.000452163
2080.185032,0.003540886,39188.262,7.2623572,0.020605343,-0.000462338
2080.205464,0.003539127,39218.629,7.2701178,0.020624706,-0.000442975
2080.225896,0.003537368,39208.562,7.2606649,0.020618287,-0.000449394
2080.246328,0.003535608,39212.395,7.2883244,0.020620731,-0.00044695
2080.26676,0.003533848,39217.367,7.2712612,0.020623902,-0.00044378
2080.287192,0.003532087,39259.285,7.2757802,0.02065063,-0.000417051
2080.307623,0.003530327,39264.145,7.2784996,0.020653729,-0.000413952
2080.328055,0.003528566,39356.6035,,0.020712684,-0.000354997
2080.348487,0.003526805,39449.062,7.2664032,0.020771639,-0.000296042
2080.368919,0.003525043,39431.895,7.2672062,0.020760693,-0.000306988
2080.389351,0.003523281,39970.297,7.2914386,0.021103999,3.63E-05
2080.409783,0.003521519,39774.184,7.2761631,0.02097895,-8.87E-05
2080.430215,0.003519756,39712.781,7.2840104,0.020939797,-0.000127884
2080.450646,0.003517993,39905,7.3038964,0.021062363,-5.32E-06
2080.471078,0.00351623,40051.238,7.3007479,0.02115561,8.79E-05
2080.49151,0.003514467,39848.324,7.293571,0.021026225,-4.15E-05
2080.511942,0.003512703,40358.734,7.3335552,0.021351682,0.000284001
2080.532374,0.003510939,40134.152,7.3165965,0.02120848,0.000140798
2080.552806,0.003509175,40006.25,7.310092,0.021126924,5.92E-05
2080.573237,0.00350741,39850.855,7.2997456,0.021027838,-3.98E-05
2080.593669,0.003505645,39776.82,7.2892947,0.020980631,-8.71E-05
2080.614101,0.00350388,39804.34,7.2971463,0.020998179,-6.95E-05
2080.634533,0.003502115,39757.547,7.2907887,0.020968342,-9.93E-05
2080.654965,0.003500349,39742.395,7.2944517,0.02095868,-0.000109001
2080.675397,0.003498583,39754.277,7.3000255,0.020966257,-0.000101425
2080.695828,0.003496816,39763.852,7.3010526,0.020972362,-9.53E-05
2080.71626,0.003495049,39751.387,7.3044624,0.020964414,-0.000103268
2080.736692,0.003493282,39774.496,7.2956953,0.020979149,-8.85E-05
2080.757124,0.003491515,39803.699,7.3077626,0.02099777,-6.99E-05
2080.777556,0.003489747,39786.344,7.2966347,0.020986704,-8.10E-05
2080.797988,0.00348798,39782.27,7.2988572,0.020984106,-8.36E-05
2080.818419,0.003486211,39822.135,,0.021009525,-5.82E-05
2080.838851,0.003484443,39862,7.2860889,0.021034945,-3.27E-05
2080.859283,0.003482674,39817.418,7.2866774,0.021006518,-6.12E-05
2080.879715,0.003480905,39853.516,7.2937059,0.021029535,-3.81E-05
2080.900147,0.003479135,39863.629,7.30303,0.021035984,-3.17E-05
2080.920579,0.003477365,39904.031,7.296298,0.021061746,-5.94E-06
2080.94101,0.003475595,39909.895,7.3036022,0.021065485,-2.20E-06
2080.961442,0.003473825,39907.777,7.2970576,0.021064134,-3.55E-06
2080.981874,0.003472054,39953.289,7.2949853,0.021093154,2.55E-05
2081.002306,0.003470283,39986.02,7.3055563,0.021114025,4.63E-05
2081.022738,0.003468512,40008.621,7.3083057,0.021128436,6.08E-05
2081.04317,0.00346674,40078.672,7.3170929,0.021173103,0.000105422
2081.063601,0.003464969,40112.082,7.3099532,0.021194407,0.000126726
2081.084033,0.003463196,40120.09,7.3119907,0.021199513,0.000131832
2081.104465,0.003461424,40144.012,7.3150349,0.021214767,0.000147086
2081.124897,0.003459651,40202.512,7.3161612,0.021252069,0.000184387
2081.145329,0.003457878,40265.84,7.3364882,0.021292449,0.000224768
2081.16576,0.003456105,40270.809,7.3266306,0.021295618,0.000227936
2081.186192,0.003454331,40292.094,7.3197055,0.02130919,0.000241508
2081.206624,0.003452557,40325.648,7.3316684,0.021330585,0.000262904
2081.227056,0.003450783,40324.363,7.3181295,0.021329766,0.000262084
2081.247488,0.003449008,40319.996,7.3135858,0.021326981,0.0002593
2081.26792,0.003447233,40327.137,7.3226771,0.021331535,0.000263853
2081.288352,0.003445458,40287.621,7.3204079,0.021306338,0.000238656
2081.308783,0.003443683,40219.912,,0.021263164,0.000195482
2081.329215,0.003441907,40152.203,7.2953959,0.02121999,0.000152308
2081.349647,0.003440131,40151.496,7.3023415,0.021219539,0.000151858
2081.370079,0.003438355,40119.695,7.3025308,0.021199261,0.00013158
2081.390511,0.003436578,40183.027,7.3185859,0.021239644,0.000171963
2081.410942,0.003434801,40163.066,7.3044147,0.021226916,0.000159235
2081.431374,0.003433024,40084.766,7.3127098,0.021176989,0.000109308
2081.451806,0.003431246,40041.883,7.301187,0.021149645,8.20E-05
2081.472238,0.003429469,40026.77,7.3097143,0.021140009,7.23E-05
2081.49267,0.003427691,39985.969,7.3026357,0.021113992,4.63E-05
2081.513102,0.003425912,39960.934,7.3012285,0.021098029,3.03E-05
2081.533533,0.003424133,39984.211,7.3047643,0.021112871,4.52E-05
2081.553965,0.003422354,39908.23,7.3087096,0.021064423,-3.26E-06
2081.574397,0.003420575,39960.969,7.2988214,0.021098051,3.04E-05
2081.594829,0.003418796,39971.402,7.2961192,0.021104704,3.70E-05
2081.615261,0.003417016,39992.289,7.3005552,0.021118022,5.03E-05
2081.635693,0.003415236,39953.273,7.3061924,0.021093144,2.55E-05
2081.656124,0.003413455,40023.914,7.2946033,0.021138188,7.05E-05
2081.676556,0.003411674,39997.156,7.2989812,0.021121126,5.34E-05
2081.696988,0.003409893,39947.824,7.2766552,0.02108967,2.20E-05
2081.71742,0.003408112,40170.934,7.2757988,0.021231933,0.000164252
2081.737852,0.00340633,40109.82,7.2684531,0.021192965,0.000125283
2081.758284,0.003404548,39989.996,7.2351632,0.02111656,4.89E-05
2081.778715,0.003402766,40025.68,7.2027197,0.021139314,7.16E-05
2081.799147,0.003400984,39953.56667,,0.012586017,-0.008481664
2081.819579,0.003399201,39881.45333,,0.029554663,0.008486982
2081.840011,0.003397417,39809.34,7.284215,0.021001367,-6.63E-05
2081.860443,0.003395634,39882.301,7.2869148,0.02104789,-1.98E-05
2081.880874,0.003393851,39792.051,7.3021903,0.020990343,-7.73E-05
2081.901306,0.003392067,39782.766,7.2841311,0.020984422,-8.33E-05
2081.921738,0.003390282,39827.051,7.2984972,0.02101266,-5.50E-05
2081.94217,0.003388498,39859.309,7.3052883,0.021033229,-3.45E-05
2081.962602,0.003386713,39878.039,7.3026648,0.021045172,-2.25E-05
2081.983033,0.003384928,39918.418,7.2962003,0.021070919,3.24E-06
2082.003465,0.003383142,39970.938,7.2997937,0.021104408,3.67E-05
2082.023897,0.003381356,40005.801,7.3055935,0.021126638,5.90E-05
2082.044329,0.00337957,40040.711,7.320075,0.021148898,8.12E-05
2082.064761,0.003377784,40077.988,7.3085203,0.021172667,0.000104986
2082.085193,0.003375998,40113.844,7.3166161,0.021195531,0.000127849
2082.105624,0.003374211,40208.008,7.328826,0.021255573,0.000187892
2082.126056,0.003372423,40251.16,7.3150201,0.021283089,0.000215407
2082.146488,0.003370636,40298.008,7.3154078,0.021312961,0.000245279
2082.16692,0.003368848,40301.289,7.3255033,0.021315053,0.000247371
2082.187352,0.00336706,40369.828,7.3320322,0.021358756,0.000291075
2082.207783,0.003365272,40356.926,7.3292274,0.021350529,0.000282848
2082.228215,0.003363483,40454.078,7.3404717,0.021412477,0.000344796
2082.248647,0.003361694,40547.324,7.3348174,0.021471934,0.000404253
2082.269079,0.003359905,40540.25,7.3399224,0.021467424,0.000399742
2082.289511,0.003358115,40516.75,,0.021452439,0.000384758
2082.309942,0.003356326,40493.25,7.3216414,0.021437455,0.000369773
2082.330374,0.003354536,40542.637,7.3377485,0.021468946,0.000401264
2082.350806,0.003352745,40510.777,7.322753,0.021448631,0.000380949
2082.371238,0.003350955,40545.691,7.3287702,0.021470893,0.000403212
2082.39167,0.003349164,40553.262,7.3243203,0.021475721,0.000408039
2082.412102,0.003347373,40586.461,7.3290386,0.02149689,0.000429208
2082.432533,0.003345581,40573.191,7.3336344,0.021488428,0.000420747
2082.452965,0.003343789,40494.926,7.3271637,0.021438523,0.000370842
2082.473397,0.003341997,40541.355,7.3381529,0.021468128,0.000400447
2082.493829,0.003340205,40528.41,7.3254375,0.021459874,0.000392193
2082.514261,0.003338412,40598.98,7.3346038,0.021504872,0.000437191
2082.534692,0.003336619,40653.008,7.3393545,0.021539323,0.000471641
2082.555124,0.003334826,40681.023,7.3371491,0.021557186,0.000489505
2082.575556,0.003333032,40675.203,7.3472009,0.021553475,0.000485794
2082.595988,0.003331239,40632.004,7.3527508,0.02152593,0.000458248
2082.61642,0.003329445,40629.652,7.3399343,0.02152443,0.000456749
2082.636852,0.00332765,40553.867,7.3386707,0.021476106,0.000408425
2082.657283,0.003325856,40552.539,7.3491006,0.02147526,0.000407578
2082.677715,0.003324061,40518.336,7.3371201,0.02145345,0.000385769
2082.698147,0.003322265,40526.34,7.3399715,0.021458554,0.000390873
2082.718579,0.00332047,40513.098,7.3428397,0.021450111,0.000382429
2082.739011,0.003318674,40517.352,7.334991,0.021452823,0.000385142
2082.759442,0.003316878,40546.273,7.3452797,0.021471264,0.000403583
2082.779874,0.003315082,40487.6405,,0.021433878,0.000366197
2082.800306,0.003313285,40429.008,7.3288026,0.021396491,0.00032881
2082.820738,0.003311488,40425.562,7.3241625,0.021394294,0.000326613
2082.84117,0.003309691,40417.559,7.3173418,0.021389191,0.00032151
2082.861601,0.003307893,40423.727,7.3254523,0.021393124,0.000325443
2082.882033,0.003306096,40416.207,7.3181539,0.021388329,0.000320648
2082.902465,0.003304298,40399.16,7.3281398,0.021377459,0.000309778
2082.922897,0.003302499,40416.641,7.3300548,0.021388606,0.000320924
2082.943329,0.003300701,40418.719,7.328548,0.021389931,0.000322249
2082.96376,0.003298902,40383.539,7.3324742,0.021367499,0.000299817
2082.984192,0.003297103,40437.816,7.3418231,0.021402108,0.000334426
2083.004624,0.003295303,40392.75,7.3508945,0.021373372,0.000305691
2083.025056,0.003293503,40394.027,7.3395715,0.021374186,0.000306505
2083.045488,0.003291703,40407.414,7.3380475,0.021382722,0.000315041
2083.065919,0.003289903,40360.07,7.3306694,0.021352534,0.000284853
2083.086351,0.003288103,40353.383,7.331573,0.02134827,0.000280589
2083.106783,0.003286302,40386.648,7.3375688,0.021369481,0.0003018
2083.127215,0.0032845,40372.855,7.3509283,0.021360686,0.000293005
2083.147647,0.003282699,40330.57,7.3356624,0.021333724,0.000266042
2083.168078,0.003280897,40331.766,7.3392377,0.021334486,0.000266805
2083.18851,0.003279095,40296.309,7.3285785,0.021311877,0.000244196
2083.208942,0.003277293,40321.754,7.3241682,0.021328102,0.000260421
2083.229374,0.003275491,40401.582,7.3314018,0.021379004,0.000311322
2083.249806,0.003273688,40374.922,7.3206472,0.021362004,0.000294323
2083.270238,0.003271885,40246.703,,0.021280247,0.000212565
2083.290669,0.003270081,40118.484,7.3072743,0.021198489,0.000130808
2083.311101,0.003268278,40107.152,7.303133,0.021191263,0.000123582
2083.331533,0.003266474,40119.566,7.3186307,0.021199179,0.000131498
2083.351965,0.003264669,40117.98,7.3092833,0.021198168,0.000130486
2083.372396,0.003262865,40079.465,7.3132091,0.021173609,0.000105928
2083.392828,0.00326106,40075.988,7.3127909,0.021171392,0.000103711
2083.41326,0.003259255,40048.031,7.3076291,0.021153566,8.59E-05
2083.433692,0.00325745,40067.07,7.3114915,0.021165706,9.80E-05
2083.454124,0.003255644,40083.055,7.3201904,0.021175898,0.000108217
2083.474556,0.003253838,40098.805,7.3146062,0.021185941,0.00011826
2083.494987,0.003252032,40175.547,7.3250856,0.021234875,0.000167193
2083.515419,0.003250226,40274.1995,,0.021297779,0.000230098
2083.535851,0.003248419,40372.852,7.3364439,0.021360684,0.000293003
2083.556283,0.003246612,40263.316,7.3337388,0.02129084,0.000223158
2083.576714,0.003244805,40198.059,7.3279853,0.021249229,0.000181548
2083.597146,0.003242997,40196.438,7.3256469,0.021248196,0.000180514
2083.617578,0.003241189,40163.93,7.3194523,0.021227467,0.000159786
2083.63801,0.003239381,40205.574,7.3313651,0.021254021,0.00018634
2083.658442,0.003237573,40236.707,7.3179779,0.021273873,0.000206191
2083.678873,0.003235764,40190.816,7.322299,0.021244611,0.00017693
2083.699305,0.003233955,40270.551,7.3118129,0.021295453,0.000227772
2083.719737,0.003232146,40198.332,7.3072147,0.021249403,0.000181722
2083.740169,0.003230337,40238.711,7.3148546,0.021275151,0.000207469
2083.760601,0.003228527,40093.3515,,0.021182464,0.000114782
2083.781032,0.003226717,39947.992,7.305861,0.021089777,2.21E-05
2083.801464,0.003224907,39918.727,7.3019848,0.021071116,3.43E-06
2083.821896,0.003223096,39913.34,7.3051348,0.021067681,0
2083.842328,0.003221285,39948.367,7.3095317,0.021090016,2.23E-05
2083.86276,0.003219474,39929.531,7.3058591,0.021078005,1.03E-05
2083.883191,0.003217663,39904.102,7.3032575,0.021061791,-5.89E-06
2083.903623,0.003215851,39904.191,7.3098722,0.021061848,-5.83E-06
2083.924055,0.003214039,39903.746,7.3089705,0.021061564,-6.12E-06
2083.944487,0.003212227,39906.273,7.3141251,0.021063175,-4.51E-06
2083.964919,0.003210414,39886.684,7.3192897,0.021050684,-1.70E-05
2083.98535,0.003208602,39894.98,7.3186736,0.021055974,-1.17E-05
2084.005782,0.003206789,39895.406,7.3058958,0.021056246,-1.14E-05
2084.026214,0.003204975,39886.438,7.3060789,0.021050528,-1.72E-05
2084.046646,0.003203162,39862.594,7.3084278,0.021035324,-3.24E-05
2084.067077,0.003201348,39888.613,7.3105788,0.021051914,-1.58E-05
2084.087509,0.003199534,39879.305,7.308351,0.021045979,-2.17E-05
2084.107941,0.003197719,39900.68,7.3108659,0.021059609,-8.07E-06
2084.128373,0.003195905,39860.785,7.300725,0.02103417,-3.35E-05
2084.148805,0.00319409,39907.852,7.3095551,0.021064182,-3.50E-06
2084.169236,0.003192275,39883.027,7.3003569,0.021048353,-1.93E-05
2084.189668,0.003190459,39926.883,7.314877,0.021076317,8.64E-06
2084.2101,0.003188643,39936.176,7.3089194,0.021082242,1.46E-05
2084.230532,0.003186827,39904.594,7.3088932,0.021062105,-5.58E-06
2084.250964,0.003185011,39830.953,,0.021015148,-5.25E-05
2084.271395,0.003183195,39757.312,7.2893562,0.020968192,-9.95E-05
2084.291827,0.003181378,39767.133,7.2921829,0.020974454,-9.32E-05
2084.312259,0.003179561,39769.707,7.3008995,0.020976095,-9.16E-05
2084.332691,0.003177743,39774.074,7.2941804,0.02097888,-8.88E-05
2084.353122,0.003175926,39754.469,7.2978392,0.020966379,-0.000101302
2084.373554,0.003174108,39705.473,7.2849207,0.020935137,-0.000132544
2084.393986,0.00317229,39739.586,7.2911983,0.020956889,-0.000110792
2084.414418,0.003170471,39714.633,7.2930183,0.020940978,-0.000126703
2084.43485,0.003168653,39657.66,7.2826881,0.02090465,-0.000163032
2084.455281,0.003166834,39652.625,7.2884254,0.020901439,-0.000166242
2084.475713,0.003165014,39676.648,7.2983518,0.020916757,-0.000150924
2084.496145,0.003163195,39739.91,7.2948079,0.020957096,-0.000110586
2084.516577,0.003161375,39742.102,7.292459,0.020958493,-0.000109188
2084.537009,0.003159555,39752.992,7.2961597,0.020965437,-0.000102244
2084.55744,0.003157735,39781.562,7.2943869,0.020983655,-8.40E-05
2084.577872,0.003155914,39815.703,7.3123703,0.021005424,-6.23E-05
2084.598304,0.003154093,39826.762,7.2941833,0.021012476,-5.52E-05
2084.618736,0.003152272,39875.488,7.3030901,0.021043545,-2.41E-05
2084.639167,0.003150451,39930.719,7.3209167,0.021078763,1.11E-05
2084.659599,0.003148629,39980.766,7.3039823,0.021110675,4.30E-05
2084.680031,0.003146807,40043.461,7.3112926,0.021150652,8.30E-05
2084.700463,0.003144985,40422.969,7.3167562,0.021392641,0.000324959
2084.720895,0.003143163,40361.672,7.3056049,0.021353555,0.000285874
2084.741326,0.00314134,40251.326,,0.021283194,0.000215513
2084.761758,0.003139517,40140.98,7.3130846,0.021212834,0.000145152
2084.78219,0.003137694,40079.832,7.3190575,0.021173843,0.000106162
2084.802622,0.00313587,39988.879,7.3119545,0.021115848,4.82E-05
2084.823054,0.003134047,39914.41,7.3034906,0.021068364,6.82E-07
2084.843485,0.003132223,39890.125,7.3078432,0.021052879,-1.48E-05
2084.863917,0.003130398,39903.281,7.3041067,0.021061267,-6.41E-06
2084.884349,0.003128574,39944.902,7.307044,0.021087806,2.01E-05
2084.904781,0.003126749,39940.777,7.3058696,0.021085176,1.75E-05
2084.925212,0.003124924,40005.23,7.304749,0.021126274,5.86E-05
2084.945644,0.003123099,40084.883,7.3180304,0.021177064,0.000109383
2084.966076,0.003121273,40068.102,7.3135118,0.021166364,9.87E-05
2084.986508,0.003119447,39964.0235,,0.021099999,3.23E-05
2085.006939,0.003117621,39859.945,7.2855773,0.021033635,-3.40E-05
2085.027371,0.003115795,39906.098,7.2956481,0.021063064,-4.62E-06
2085.047803,0.003113968,39863.008,7.2926102,0.021035588,-3.21E-05
2085.068235,0.003112141,39885.535,7.295434,0.021049952,-1.77E-05
2085.088667,0.003110314,39929.109,7.3067245,0.021077736,1.01E-05
2085.109098,0.003108487,39906.816,7.3018179,0.021063521,-4.16E-06
2085.12953,0.003106659,39872.41,7.2960787,0.021041583,-2.61E-05
2085.149962,0.003104831,39869.172,7.2922974,0.021039518,-2.82E-05
2085.170394,0.003103003,39949.137,7.3038979,0.021090507,2.28E-05
2085.190826,0.003101174,39943.57,7.302423,0.021086957,1.93E-05
2085.211257,0.003099345,39986.801,7.3132234,0.021114523,4.68E-05
2085.231689,0.003097516,40053.887,7.3134151,0.0211573,8.96E-05
2085.252121,0.003095687,40051.117,7.3090844,0.021155533,8.79E-05
2085.272553,0.003093858,40125.953,7.3257732,0.021203252,0.00013557
2085.292984,0.003092028,40161.82,7.3227992,0.021226122,0.000158441
2085.313416,0.003090198,40227.102,7.3208079,0.021267748,0.000200067
2085.333848,0.003088368,40193.578,7.3122225,0.021246372,0.000178691
2085.35428,0.003086537,40186.039,7.3163247,0.021241565,0.000173884
2085.374711,0.003084706,40170.07,7.3133535,0.021231382,0.000163701
2085.395143,0.003082875,40237.426,7.3178411,0.021274331,0.00020665
2085.415575,0.003081044,41700.285,7.4066119,0.022207108,0.001139426
2085.436007,0.003079212,40830.457,7.3478971,0.021652471,0.00058479
2085.456439,0.00307738,40551.668,7.3278832,0.021474704,0.000407023
2085.47687,0.003075548,40379.67,,0.021365032,0.00029735
2085.497302,0.003073716,40207.672,7.3041253,0.021255359,0.000187678
2085.517734,0.003071883,40208.383,7.2990699,0.021255812,0.000188131
2085.538166,0.00307005,40173.496,6.9883814,0.021233567,0.000165886
2085.558597,0.003068217,40115.551,7.2124085,0.021196619,0.000128938
2085.579029,0.003066384,40165.086,7.2820239,0.021228204,0.000160523
2085.599461,0.00306455,40223.883,7.3028173,0.021265696,0.000198014
2085.619893,0.003062716,40256.27,7.3163271,0.021286347,0.000218666
2085.640324,0.003060882,40235.613,7.3084049,0.021273175,0.000205494
2085.660756,0.003059048,40236.395,7.3075709,0.021273674,0.000205993
2085.681188,0.003057213,40315.828,7.3214736,0.021324323,0.000256642
2085.70162,0.003055378,40291.242,7.3129177,0.021308646,0.000240965
2085.722052,0.003053543,40283.0135,,0.0213034,0.000235718
2085.742483,0.003051708,40274.785,7.3123698,0.021298153,0.000230472
2085.762915,0.003049872,40220.582,7.3170066,0.021263591,0.00019591
2085.783347,0.003048036,40221.578,7.3097405,0.021264226,0.000196545
2085.803779,0.0030462,40273.633,7.3225117,0.021297418,0.000229737
2085.82421,0.003044363,40261.5,7.3182821,0.021289682,0.000222
2085.844642,0.003042526,40306.457,7.3286448,0.021318348,0.000250667
2085.865074,0.00304069,40271.133,7.3226709,0.021295824,0.000228143
2085.885506,0.003038852,40316.008,7.3266287,0.021324438,0.000256757
2085.905937,0.003037015,40304.625,7.3252792,0.02131718,0.000249499
2085.926369,0.003035177,40460.191,7.3281631,0.021416375,0.000348694
